VersionNumber,ClassName,LinesOfCode,AddedLOC,MaxAddedLOC,AvgAddedLOC,TouchedLOC,Churn,MaxChurn,AvgChurn,NumberOfAuthors,NumberOfRevisions,NumberOfDefectsFixed,Buggy
4,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistRequest.java,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False
4,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManager.java,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False
4,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManagerWithRangeScan.java,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False
4,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/RangeScanRequest.java,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False
4,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java,863.0,37.0,35.0,18.5,57.0,17.0,16.0,8.5,2,2,1,False
4,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCacheBean.java,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False
4,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCacheMXBean.java,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False
4,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallback.java,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False
4,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallbackWithContext.java,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False
4,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanRequest.java,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False
4,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ChannelTracker.java,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False
4,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/HedwigProxy.java,182.0,8.0,8.0,8.0,11.0,5.0,5.0,5.0,1,1,0,False
4,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyCloseSubscriptionHandler.java,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False
4,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConfiguration.java,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False
4,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConsumeHandler.java,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False
4,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyPublishHander.java,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False
4,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStartDeliveryHandler.java,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False
4,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStopDeliveryHandler.java,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False
4,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxySubscribeHandler.java,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False
4,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyUnsubscribeHandler.java,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False
4,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClient.java,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False
4,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClientFactory.java,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False
4,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubSubscriber.java,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False
4,hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java,355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False
4,hedwig-server/src/main/java/org/apache/hedwig/server/ssl/SslServerContextFactory.java,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False
4,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java,804.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False
4,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AllToAllTopologyFilter.java,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False
4,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionManager.java,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False
4,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionState.java,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False
4,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/MMSubscriptionManager.java,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False
4,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionEventListener.java,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False
4,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionManager.java,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False
4,hedwig-server/src/main/java/org/apache/hedwig/server/topics/AbstractTopicManager.java,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,True
4,hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubInfo.java,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False
4,hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubLoad.java,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,True
4,hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubServerManager.java,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,True
4,hedwig-server/src/main/java/org/apache/hedwig/server/topics/MMTopicManager.java,354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,True
4,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicManager.java,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,True
4,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicOwnershipChangeListener.java,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False
4,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TrivialOwnAllTopicManager.java,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False
4,hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkHubServerManager.java,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,True
4,hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkTopicManager.java,343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,True
4,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsynBKCallback.java,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False
4,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncCallback.java,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False
4,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncZKCallback.java,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False
4,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/ZkUtils.java,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False
